,player_name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,is_new_player,total_points_sum,total_points_mean,non_zero_gw_count,total_points_non_zero_sum,total_points_non_zero_mean,price,position,DC_points,first_10_mean,first_5_mean
606,Kai Havertz,Arsenal,0.0,7.0,0.0,0.0,12.0,1.0,0.0,5.0,0.0,0.25,0.25,1.0,1.0,0.0,2.0,12.0,0.0,8.0,7.0,2.0,2.0,0.0,2.0,0.25,7.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,7.0,6.0,False,96.75,2.5460526315789473,24,96.75,4.03125,7.5,Forward,,2.525,3.8
22,Curtis Jones,Liverpool,1.0,7.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,6.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,13.0,0.0,0.0,False,88.0,2.3157894736842106,34,88.0,2.588235294117647,5.5,Midfielder,,2.5,2.8
561,Alejandro Garnacho Ferreyra,Man Utd,5.0,3.0,,0.0,2.0,12.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,,3.0,1.0,4.0,2.0,2.0,1.0,2.0,6.0,0.0,2.0,,1.0,10.0,2.0,,4.0,1.0,False,80.0,2.5,30,80.0,2.6666666666666665,6.5,Midfielder,,2.5,2.0
74,Lucas Digne,Aston Villa,0.0,6.0,1.0,6.0,2.3333333333333335,1.0,2.0,0.0,2.0,2.0,7.0,2.3333333333333335,1.0,6.0,2.0,2.0,8.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,7.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,2.3333333333333335,1.0,0.0,False,88.0,2.3157894736842106,31,88.0,2.838709677419355,4.5,Defender,10.0,2.4964912280701754,3.329824561403509
514,Sepp van den Berg,Brentford,6.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.3333333333333333,2.0,1.0,1.3333333333333333,2.0,1.0,1.0,6.0,1.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,,0.0,False,58.0,1.5675675675675675,30,58.0,1.9333333333333333,4.5,Defender,10.0,2.463157894736842,3.463157894736842
364,Marshall Munetsi,Wolves,,6.0,8.0,,3.0,,2.0,2.5,3.0,,,,,,,,9.0,1.0,3.0,3.0,,,2.0,,,,1.0,,,,,,2.5,5.0,3.0,,2.0,2.5,False,58.5,3.4411764705882355,17,58.5,3.4411764705882355,5.5,Midfielder,,2.45,3.4
181,Antonee Robinson,Fulham,0.0,2.0,1.0,4.666666666666667,6.0,2.0,1.0,1.0,4.0,0.0,2.0,4.666666666666667,2.0,1.0,1.0,4.0,2.0,7.0,6.0,1.0,1.0,4.0,6.0,2.0,0.0,1.0,4.0,7.0,2.0,7.0,4.666666666666667,6.0,1.0,1.0,1.0,4.0,0.0,2.0,False,106.0,2.789473684210526,34,106.0,3.1176470588235294,5.0,Defender,10.0,2.429824561403509,2.9964912280701754
496,Ryan Yates,Nott'm Forest,2.0,0.0,3.0,1.0,3.3333333333333335,1.6666666666666667,5.0,1.0,1.0,6.0,1.6666666666666667,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.3333333333333335,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.6666666666666667,3.3333333333333335,2.0,1.0,2.0,7.0,False,67.0,1.763157894736842,32,67.0,2.09375,5.0,Midfielder,,2.4,1.8666666666666667
136,Bart Verbruggen,Brighton,2.0,0.0,3.0,3.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,9.0,-1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.666666666666667,2.0,4.666666666666667,2.0,10.0,10.0,2.0,4.666666666666667,0.0,False,103.00000000000001,2.710526315789474,33,103.00000000000001,3.1212121212121215,4.5,Goalkeeper,,2.4,1.6
121,Harvey Barnes,Newcastle,5.0,1.0,3.0,0.0,5.0,1.0,1.0,2.0,0.0,6.0,7.0,2.0,3.0,9.0,1.6666666666666667,3.0,3.0,1.0,3.0,15.0,1.6666666666666667,8.0,1.0,1.0,5.0,1.0,0.0,2.0,15.0,2.0,1.6666666666666667,2.0,0.0,2.0,1.0,7.0,1.0,10.0,False,133.0,3.5,34,133.0,3.911764705882353,6.5,Midfielder,,2.4,2.8
0,Alisson Becker,Liverpool,0.0,0.0,2.0,,0.0,10.0,2.0,1.0,9.0,0.0,8.0,2.0,6.0,,,0.0,1.0,3.0,,0.0,0.0,,9.0,6.0,0.0,,2.0,3.0,2.0,2.0,4.0,1.0,9.0,3.0,8.0,0.0,3.0,6.0,False,102.0,3.1875,23,102.0,4.434782608695652,5.5,Goalkeeper,,2.4,0.4
623,Jack Harrison,Leeds,,3.0,3.0,2.0,10.0,2.0,0.0,1.6666666666666667,2.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.6666666666666667,2.0,5.0,3.0,2.0,,6.0,1.0,2.0,2.0,3.0,1.25,2.0,0.0,1.0,1.0,0.0,1.25,1.0,2.0,1.0,False,77.83333333333334,2.162037037037037,32,77.83333333333334,2.432291666666667,5.5,Midfielder,,2.3666666666666667,3.6
21,Dominik Szoboszlai,Liverpool,3.0,1.0,5.0,6.666666666666667,3.0,1.0,1.0,0.0,2.0,1.0,13.0,1.0,0.0,4.666666666666667,6.666666666666667,2.0,17.0,2.0,4.666666666666667,1.0,1.0,4.666666666666667,3.0,11.0,3.0,6.666666666666667,2.0,1.0,2.0,9.0,7.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,False,144.0,3.789473684210526,36,144.0,4.0,6.5,Midfielder,,2.3666666666666667,3.7333333333333334
425,Pedro Lomba Neto,Chelsea,0.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,5.666666666666667,1.0,2.0,0.3333333333333333,9.0,0.3333333333333333,1.0,3.0,2.0,3.0,1.0,1.0,10.0,0.0,2.0,7.0,4.0,5.666666666666667,5.666666666666667,1.0,5.0,5.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,0.3333333333333333,False,104.0,2.736842105263158,35,104.0,2.9714285714285715,7.0,Midfielder,,2.3666666666666667,1.0
24,Ryan Gravenberch,Liverpool,3.0,1.0,2.0,3.6666666666666665,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0,4.0,2.3333333333333335,3.6666666666666665,2.0,2.0,2.0,2.3333333333333335,5.0,2.0,2.3333333333333335,2.0,3.0,2.0,3.6666666666666665,2.0,2.0,3.0,5.0,2.0,2.0,2.0,-1.0,3.0,2.0,2.0,2.0,False,92.0,2.4210526315789473,37,92.0,2.4864864864864864,5.5,Midfielder,,2.3666666666666663,2.533333333333333
73,Matty Cash,Aston Villa,2.0,0.0,1.0,6.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,0.0,2.0,False,75.0,1.9736842105263157,27,75.0,2.7777777777777777,4.5,Defender,10.0,2.363157894736842,2.463157894736842
39,Illia Zabarnyi,Bournemouth,1.0,-2.0,0.0,1.0,2.0,2.6666666666666665,1.0,9.0,5.0,1.0,2.0,2.0,2.6666666666666665,7.0,2.0,6.0,4.666666666666667,0.0,1.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,4.666666666666667,1.0,2.6666666666666665,2.0,2.0,2.0,4.666666666666667,6.0,1.0,2.0,2.0,False,94.00000000000001,2.4736842105263164,34,94.0,2.764705882352941,5.0,Defender,10.0,2.3298245614035085,0.6631578947368422
328,Tomáš Souček,West Ham,2.0,0.0,0.0,2.0,2.0,10.0,3.0,0.0,2.0,2.0,4.333333333333333,2.0,0.0,10.0,7.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,4.333333333333333,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,8.0,3.0,10.0,1.0,10.0,4.333333333333333,False,125.99999999999999,3.31578947368421,33,125.99999999999999,3.818181818181818,6.0,Midfielder,,2.3,1.2
164,Carlos Baleba,Brighton,2.0,0.0,1.0,-2.0,2.0,12.0,3.0,2.0,1.0,1.6666666666666667,2.0,3.0,0.0,1.0,10.0,0.0,1.6666666666666667,2.0,2.0,1.6666666666666667,1.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,False,87.0,2.289473684210526,35,87.0,2.4857142857142858,5.0,Midfielder,,2.2666666666666666,0.6
544,Matthijs de Ligt,Man Utd,2.0,1.0,5.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,7.666666666666667,7.666666666666667,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,7.666666666666667,1.0,1.0,False,68.0,1.7894736842105263,25,68.0,2.72,5.0,Defender,10.0,2.263157894736842,2.663157894736842
525,Vitaly Janelt,Brentford,0.0,2.0,1.3333333333333333,1.0,9.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,1.3333333333333333,0.0,4.0,1.3333333333333333,2.0,0.0,2.0,2.0,2.0,2.0,2.0,False,73.0,1.9210526315789473,30,73.0,2.433333333333333,5.0,Midfielder,,2.2333333333333334,2.6666666666666665
76,Ian Maatsen,Aston Villa,8.0,0.0,0.0,0.0,2.6666666666666665,6.0,1.75,0.0,0.0,1.0,1.0,2.6666666666666665,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.75,1.0,2.0,1.0,1.0,1.0,1.75,0.0,6.0,2.6666666666666665,1.0,8.0,False,64.25,1.6907894736842106,28,64.25,2.294642857142857,4.5,Defender,10.0,2.2048245614035085,2.3964912280701753
482,Neco Williams,Nott'm Forest,0.0,5.0,0.0,1.0,2.6666666666666665,2.6666666666666665,0.0,2.0,1.0,5.0,2.6666666666666665,1.0,12.0,6.0,6.0,6.0,1.0,6.0,2.0,4.0,4.0,9.0,11.0,1.0,2.6666666666666665,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,1.0,False,109.0,2.8684210526315788,30,109.0,3.6333333333333333,5.0,Defender,10.0,2.196491228070175,1.9964912280701752
348,Matt Doherty,Wolves,0.0,5.0,2.0,0.0,2.3333333333333335,1.0,1.0,4.666666666666667,2.3333333333333335,1.0,7.0,0.0,0.0,1.0,6.0,1.0,2.0,0.0,1.0,7.0,0.0,1.0,2.0,0.0,-1.0,1.0,0.0,6.0,0.0,0.0,2.0,6.0,4.666666666666667,1.0,2.3333333333333335,0.0,1.0,4.666666666666667,False,75.0,1.9736842105263157,27,75.0,2.7777777777777777,4.5,Defender,10.0,2.196491228070175,2.1298245614035087
203,Rodrigo Muniz Carvalho,Fulham,1.0,1.0,7.0,1.6666666666666667,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.6666666666666667,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,2.0,0.0,6.0,1.0,7.0,1.0,1.0,1.6666666666666667,7.0,0.0,0.0,5.0,1.0,9.0,4.0,False,86.0,2.263157894736842,31,86.0,2.774193548387097,5.5,Forward,,2.1666666666666665,2.1333333333333333
645,Vitalii Mykolenko,Everton,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,-1.0,0.0,2.0,1.0,2.0,0.0,3.0,6.0,6.0,11.0,1.0,3.75,6.0,8.0,1.0,1.0,9.0,3.75,7.0,7.0,6.0,6.0,6.0,1.0,2.0,3.75,0.0,False,123.25,3.2434210526315788,35,123.25,3.5214285714285714,5.0,Defender,10.0,2.163157894736842,2.263157894736842
179,Bernd Leno,Fulham,1.0,2.0,4.0,3.3333333333333335,2.0,2.0,2.0,3.0,2.0,0.0,3.0,3.3333333333333335,2.0,2.0,2.0,4.0,2.0,1.0,9.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,13.0,2.0,5.0,3.3333333333333335,1.0,6.0,5.0,2.0,3.0,3.0,2.0,False,115.0,3.026315789473684,37,115.0,3.108108108108108,5.0,Goalkeeper,,2.1333333333333337,2.466666666666667
65,Francisco Evanilson de Lima Barbosa,Bournemouth,2.0,0.0,8.0,2.0,2.0,1.3333333333333333,2.0,2.0,0.0,2.0,8.0,2.0,1.3333333333333333,2.0,0.0,2.0,6.333333333333333,8.0,0.0,5.0,2.0,1.0,0.0,12.0,2.0,2.0,13.0,6.333333333333333,2.0,1.3333333333333333,2.0,6.0,0.0,6.333333333333333,1.0,8.0,7.0,,False,127.99999999999999,3.459459459459459,31,128.0,4.129032258064516,7.0,Forward,,2.1333333333333337,2.8
491,Elliot Anderson,Nott'm Forest,1.0,2.0,3.0,0.0,4.333333333333333,4.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.333333333333333,6.0,2.0,1.0,1.0,1.0,10.0,7.0,4.0,4.333333333333333,2.0,1.0,5.0,1.0,False,106.99999999999999,2.81578947368421,37,106.99999999999999,2.8918918918918917,5.5,Midfielder,,2.1333333333333333,2.0666666666666664
643,Jarrad Branthwaite,Everton,0.3333333333333333,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.3333333333333333,5.0,6.0,7.0,0.0,4.25,8.0,2.0,0.0,1.0,0.0,4.25,6.0,6.0,2.0,6.0,6.0,1.0,2.0,4.25,0.0,False,89.75,2.361842105263158,30,89.75,2.9916666666666667,5.5,Defender,32.0,2.1087719298245613,2.1087719298245613
393,Sávio Moreira de Oliveira,Man City,1.0,2.0,3.0,1.0,5.0,,5.0,3.0,1.0,0.0,2.0,1.0,,1.0,,2.0,13.0,3.0,,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,,1.0,0.0,1.0,1.0,7.0,,3.0,1.0,0.0,3.0,False,70.0,2.1875,24,70.0,2.9166666666666665,7.0,Midfielder,,2.1,2.4
103,Nick Pope,Newcastle,2.0,0.0,2.0,0.0,3.0,5.0,1.0,2.0,0.0,6.0,1.0,3.0,6.0,4.0,5.0,2.0,7.0,0.0,2.0,3.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,5.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,False,93.0,2.4473684210526314,30,93.0,3.1,5.0,Goalkeeper,,2.1,1.4
548,Diogo Dalot Teixeira,Man Utd,2.0,7.0,1.6666666666666667,2.0,1.0,0.0,1.6666666666666667,0.0,1.0,2.0,2.0,6.0,9.0,0.0,1.0,1.0,6.0,1.0,1.0,8.0,8.0,5.0,1.0,7.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.6666666666666667,0.0,1.0,1.0,8.0,1.0,1.0,False,95.0,2.5,32,95.0,2.96875,4.5,Defender,10.0,2.0964912280701755,2.9964912280701754
149,Joël Veltman,Brighton,0.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.3333333333333335,0.0,8.0,-1.0,0.0,0.0,1.0,2.3333333333333335,2.0,1.0,2.3333333333333335,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.6666666666666667,0.0,1.6666666666666667,0.0,6.0,7.0,1.0,1.6666666666666667,2.0,False,59.0,1.5526315789473684,24,59.0,2.4583333333333335,4.5,Defender,10.0,2.0964912280701755,2.863157894736842
588,Oleksandr Zinchenko,Arsenal,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,3.25,3.25,1.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,47.75,1.256578947368421,17,47.75,2.8088235294117645,5.0,Defender,10.0,2.088157894736842,0.6631578947368422
363,Gonçalo Manuel Ganchinho Guedes,Wolves,1.0,0.0,1.0,2.0,2.0,1.0,1.0,4.666666666666667,2.0,6.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,4.666666666666667,0.0,2.0,1.0,0.0,4.666666666666667,False,62.0,1.631578947368421,30,62.0,2.066666666666667,5.5,Midfielder,,2.066666666666667,1.2
53,Tyler Adams,Bournemouth,0.0,1.0,2.0,2.0,0.0,0.6666666666666666,2.0,2.0,9.0,2.0,1.0,1.0,0.6666666666666666,0.0,0.0,3.0,1.3333333333333333,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.3333333333333333,2.0,0.6666666666666666,1.0,2.0,5.0,1.3333333333333333,1.0,0.0,0.0,0.0,False,58.00000000000001,1.5263157894736843,29,58.00000000000001,2.0000000000000004,5.0,Midfielder,,2.066666666666667,1.0
414,Reece James,Chelsea,0.0,0.0,0.0,9.0,2.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,False,54.0,1.4210526315789473,18,54.0,3.0,5.5,Defender,10.0,2.0631578947368423,2.463157894736842
438,João Pedro Junqueira de Jesus,Chelsea,2.0,2.0,9.0,-1.0,2.0,,0.0,1.0,5.0,0.0,0.0,5.0,9.0,5.0,12.0,1.0,0.0,2.0,8.0,1.0,5.0,2.0,1.0,0.0,0.0,5.0,5.0,8.0,9.0,0.0,2.0,11.0,8.0,,1.0,0.0,0.0,5.0,False,125.0,3.4722222222222223,27,125.0,4.62962962962963,7.5,Forward,,2.0,2.8
41,Adam Smith,Bournemouth,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,6.0,6.0,0.0,1.0,1.0,6.0,1.3333333333333333,0.0,5.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.3333333333333333,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,False,57.0,1.5,24,57.0,2.375,4.5,Defender,10.0,1.9964912280701752,0.8631578947368421
96,Amadou Onana,Aston Villa,6.0,0.0,0.0,2.0,4.666666666666667,1.0,0.0,2.0,2.0,2.0,0.0,4.666666666666667,2.0,1.0,1.0,10.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,4.666666666666667,0.0,6.0,False,69.0,1.8157894736842106,25,69.0,2.76,5.0,Midfielder,,1.9666666666666668,2.5333333333333337
360,Jean-Ricner Bellegarde,Wolves,1.0,3.0,5.0,1.0,1.0,0.0,1.0,4.666666666666667,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,3.0,2.0,5.0,2.0,6.0,5.0,11.0,1.0,4.0,1.0,1.0,4.666666666666667,1.0,1.0,0.0,2.0,4.666666666666667,False,90.00000000000001,2.368421052631579,34,90.00000000000001,2.647058823529412,5.5,Midfielder,,1.9666666666666668,2.2
144,Pervis Estupiñán Tenorio,Brighton,2.0,0.0,2.0,2.0,1.0,-1.0,7.0,2.0,2.0,,1.0,6.0,0.0,1.0,1.0,1.0,,1.0,1.0,,7.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,2.0,,1.0,,0.0,0.0,1.0,0.0,,0.0,False,44.0,1.375,24,44.0,1.8333333333333333,4.5,Defender,10.0,1.963157894736842,1.663157894736842
550,Harry Maguire,Man Utd,0.0,8.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,False,48.0,1.263157894736842,21,48.0,2.2857142857142856,4.5,Defender,10.0,1.963157894736842,2.863157894736842
347,Emmanuel Agbadou,Wolves,,0.0,2.0,0.0,6.0,,1.0,2.0,6.0,,1.0,,,,,,2.0,0.0,7.0,6.0,,,2.0,,,,5.0,6.0,,,2.0,,2.0,1.0,6.0,,0.0,2.0,False,59.0,2.8095238095238093,17,59.0,3.4705882352941178,4.5,Defender,10.0,1.963157894736842,1.8631578947368421
646,Jake O'Brien,Everton,0.0,0.0,2.0,1.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,0.0,6.0,3.5,0.0,0.0,10.0,6.0,0.0,1.0,2.0,3.5,0.0,False,67.5,1.7763157894736843,18,67.5,3.75,5.0,Defender,10.0,1.963157894736842,1.263157894736842
324,Jean-Clair Todibo,West Ham,3.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,3.0,2.0,3.3333333333333335,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.3333333333333335,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,1.0,3.3333333333333335,False,54.00000000000001,1.4210526315789476,23,54.00000000000001,2.347826086956522,4.5,Defender,10.0,1.963157894736842,1.463157894736842
205,Guglielmo Vicario,Spurs,1.3333333333333333,8.0,3.0,2.0,1.0,0.0,1.6666666666666667,2.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.3333333333333333,0.0,2.0,1.6666666666666667,3.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,1.6666666666666667,1.0,0.0,0.0,1.3333333333333333,3.0,6.0,False,66.0,1.736842105263158,24,66.0,2.75,5.0,Goalkeeper,,1.9,3.066666666666667
398,İlkay Gündoğan,Man City,2.0,2.0,3.0,2.0,0.0,,1.0,1.0,2.0,6.0,1.0,2.0,,14.0,,2.0,1.0,0.0,,2.0,7.0,3.0,3.0,1.0,1.0,2.0,6.0,,2.0,1.0,5.0,,2.0,,6.0,2.0,5.0,6.0,False,93.0,3.0,29,93.0,3.206896551724138,6.5,Midfielder,,1.9,1.8
184,Timothy Castagne,Fulham,1.0,2.0,5.0,2.3333333333333335,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.3333333333333335,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.3333333333333335,1.0,0.0,0.0,1.0,1.0,2.0,0.0,False,46.0,1.2105263157894737,24,46.0,1.9166666666666667,4.5,Defender,10.0,1.8964912280701756,2.5298245614035086
359,André Trindade da Costa Neto,Wolves,1.0,3.0,2.0,2.0,1.3333333333333333,2.0,2.0,2.0,1.3333333333333333,2.0,1.0,0.0,2.0,0.0,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.3333333333333333,1.0,2.0,2.0,False,61.0,1.6944444444444444,34,61.0,1.7941176470588236,5.5,Midfielder,,1.8666666666666667,1.8666666666666667
315,Alphonse Areola,West Ham,0.3333333333333333,1.0,0.0,2.0,0.0,3.0,6.0,3.0,0.3333333333333333,3.0,3.6666666666666665,0.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,-1.0,3.6666666666666665,2.0,0.3333333333333333,0.0,2.0,2.0,3.0,1.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,3.6666666666666665,False,69.0,1.8157894736842106,28,69.00000000000001,2.464285714285715,4.5,Goalkeeper,,1.8666666666666665,0.6666666666666666
511,Michael Kayode,Brentford,6.0,0.0,3.0,1.0,,5.0,,1.0,,,,,,1.0,,,2.0,,1.0,,,,,,0.0,,1.0,3.0,0.0,,3.0,1.0,2.0,,,,,,False,30.0,1.875,13,30.0,2.3076923076923075,4.5,Defender,10.0,1.8631578947368421,2.263157894736842
163,Yasin Ayari,Brighton,5.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,2.3333333333333335,1.0,1.0,0.0,2.0,7.0,2.0,2.3333333333333335,2.0,1.0,2.3333333333333335,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,9.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,False,74.0,1.9473684210526316,33,74.0,2.242424242424242,5.0,Midfielder,,1.8333333333333333,1.8
80,Álex Moreno Lopera,Aston Villa,1.0,0.0,6.0,0.0,0.3333333333333333,2.0,0.3333333333333333,0.0,0.0,6.0,,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,9.0,,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1.0,False,34.0,0.9714285714285714,17,34.0,2.0,4.0,Defender,10.0,1.8298245614035087,1.7298245614035086
170,Mats Wieffer,Brighton,1.0,6.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,1.0,0.0,1.3333333333333333,2.0,1.3333333333333333,2.0,0.0,1.0,1.0,1.3333333333333333,0.0,False,52.0,1.368421052631579,23,52.00000000000001,2.2608695652173916,5.0,Midfielder,,1.8,1.8
400,Mateo Kovačić,Man City,2.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,6.333333333333333,1.0,0.0,3.0,3.0,3.0,0.0,15.0,1.0,6.333333333333333,0.0,2.0,10.0,11.0,6.0,6.333333333333333,6.0,0.0,2.0,6.0,False,112.99999999999999,2.9736842105263155,31,112.99999999999999,3.64516129032258,6.0,Midfielder,,1.8,1.6
125,Sandro Tonali,Newcastle,2.0,1.0,5.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,11.0,3.0,5.0,9.0,2.0,1.0,3.0,2.0,10.0,2.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,False,109.0,2.8684210526315788,36,109.0,3.0277777777777777,5.5,Midfielder,,1.8,2.2
112,Kieran Trippier,Newcastle,0.0,0.0,2.3333333333333335,1.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,2.0,8.0,0.0,5.333333333333333,2.3333333333333335,0.0,1.0,2.3333333333333335,2.0,5.333333333333333,1.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,64.0,1.6842105263157894,24,64.0,2.6666666666666665,5.0,Defender,10.0,1.7964912280701755,1.129824561403509
