,player_name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,is_new_player,total_points_sum,total_points_mean,non_zero_gw_count,total_points_non_zero_sum,total_points_non_zero_mean,price,position,DC_points,first_10_mean,first_5_mean
413,Marc Cucurella Saseta,Chelsea,2.0,5.0,1.0,1.0,1.0,0.0,2.0,8.0,10.333333333333334,4.0,9.0,1.6666666666666667,1.0,1.6666666666666667,5.0,6.0,1.0,11.0,1.0,1.0,1.0,5.0,2.0,2.0,0.0,10.333333333333334,10.333333333333334,2.0,1.0,1.0,0.0,2.0,15.0,1.0,1.0,0.0,5.0,1.6666666666666667,False,133.0,3.5,34,133.0,3.911764705882353,6.0,Defender,10.0,3.6964912280701756,2.263157894736842
408,Erling Haaland,Man City,2.0,2.0,5.0,2.0,6.0,7.666666666666667,2.0,5.838709677419356,2.0,2.0,5.838709677419356,2.0,7.666666666666667,6.0,7.666666666666667,7.0,13.0,2.0,5.333333333333333,12.0,7.0,5.838709677419356,5.838709677419356,8.0,2.0,2.0,5.0,5.333333333333333,5.0,17.0,5.838709677419356,7.0,9.0,5.333333333333333,5.838709677419356,13.0,2.0,5.838709677419356,False,181.0,4.7631578947368425,31,181.00000000000003,5.838709677419356,14.0,Forward,,3.6505376344086025,3.4
521,Mikkel Damsgaard,Brentford,3.0,2.0,6.333333333333333,3.0,3.0,5.0,2.0,2.0,3.0,7.0,1.0,3.0,3.3333333333333335,2.0,2.0,3.3333333333333335,2.0,8.0,3.0,3.0,3.3333333333333335,2.0,1.0,9.0,1.0,5.0,2.0,6.333333333333333,2.0,10.0,6.333333333333333,2.0,2.0,5.0,3.0,2.0,1.0,1.0,False,131.0,3.4473684210526314,38,131.0,3.4473684210526314,6.0,Midfielder,,3.633333333333333,3.4666666666666663
545,Lisandro Martínez,Man Utd,0.0,15.0,2.3333333333333335,6.0,1.0,0.0,2.3333333333333335,7.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.3333333333333335,0.0,2.0,0.0,2.0,1.0,1.0,False,68.0,1.7894736842105263,20,68.0,3.4,5.0,Defender,10.0,3.6298245614035083,5.129824561403509
593,Martin Ødegaard,Arsenal,3.0,1.0,5.0,6.0,6.0,0.0,2.0,2.0,6.0,5.25,5.25,8.0,7.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,5.25,1.0,2.0,0.0,5.0,1.0,3.0,0.0,8.0,0.0,6.0,2.0,8.0,1.0,2.0,False,116.75,3.0723684210526314,31,116.75,3.7661290322580645,8.0,Midfielder,,3.625,4.2
499,Chris Wood,Nott'm Forest,2.0,2.0,7.0,1.0,5.333333333333333,9.666666666666666,5.0,2.0,2.0,0.0,9.666666666666666,2.0,17.0,8.0,12.0,2.0,9.0,2.0,2.0,0.0,2.0,2.0,2.0,7.0,5.333333333333333,9.0,9.0,8.0,2.0,2.0,8.0,2.0,9.666666666666666,5.333333333333333,8.0,2.0,8.0,9.0,False,200.0,5.2631578947368425,36,200.0,5.555555555555555,7.5,Forward,,3.6,3.4666666666666663
472,Jean-Philippe Mateta,Crystal Palace,2.0,2.0,5.0,5.0,13.0,1.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,5.666666666666667,5.0,2.0,5.666666666666667,8.0,2.0,1.0,8.0,5.666666666666667,8.0,1.0,1.0,5.0,1.0,13.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,False,144.0,3.789473684210526,38,144.0,3.789473684210526,7.5,Forward,,3.6,5.4
426,Enzo Fernández,Chelsea,2.0,3.0,2.0,2.0,1.0,1.0,9.0,3.0,3.6666666666666665,9.0,0.0,6.0,4.0,6.0,0.0,6.0,1.0,9.0,2.0,2.0,5.0,5.0,1.0,4.0,2.0,3.6666666666666665,3.6666666666666665,2.0,7.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,11.0,6.0,False,135.0,3.5526315789473686,36,135.0,3.75,6.5,Midfielder,,3.5666666666666673,2.0
652,Iliman Ndiaye,Everton,6.333333333333333,1.0,0.0,2.0,1.0,0.0,3.0,9.0,7.0,6.333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,9.0,6.333333333333333,2.0,2.0,2.0,1.0,6.0,8.0,1.0,2.0,0.0,2.0,6.0,2.0,1.0,0.0,8.0,2.0,2.0,0.0,6.0,1.0,False,116.0,3.0526315789473686,33,115.99999999999999,3.5151515151515147,6.5,Midfielder,,3.5666666666666664,2.0666666666666664
440,Nicolas Jackson,Chelsea,6.0,16.0,2.0,1.0,1.0,5.0,2.0,0.0,0.3333333333333333,2.0,2.0,4.333333333333333,2.0,4.333333333333333,1.0,8.0,-2.0,6.0,4.0,5.0,2.0,9.0,2.0,1.0,10.0,0.3333333333333333,0.3333333333333333,0.0,0.0,9.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,4.333333333333333,False,120.99999999999999,3.184210526315789,33,121.0,3.6666666666666665,6.5,Forward,,3.5333333333333337,5.2
222,Mohammed Kudus,Spurs,5.333333333333333,2.0,4.0,,7.0,7.0,4.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,5.333333333333333,3.0,,4.0,2.0,6.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,9.0,0.0,2.0,5.333333333333333,2.0,0.0,False,100.99999999999999,2.8055555555555554,30,101.0,3.3666666666666667,6.5,Midfielder,,3.5333333333333328,3.6666666666666665
578,Kepa Arrizabalaga Revuelta,Arsenal,9.0,,4.0,7.0,0.0,3.0,2.0,2.0,8.0,,,7.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,,2.0,,3.0,,,2.0,1.0,0.0,1.0,0.0,0.0,,1.0,,11.0,1.0,,6.0,False,79.0,2.8214285714285716,22,79.0,3.590909090909091,4.5,Goalkeeper,,3.5,4.0
202,Raúl Jiménez Rodríguez,Fulham,8.0,2.0,2.0,,2.0,2.0,1.0,8.0,8.0,2.0,2.0,,2.0,2.0,2.0,,5.0,1.0,5.0,1.0,2.0,,1.0,1.0,9.0,5.0,,2.0,9.0,9.0,,2.0,9.0,7.0,2.0,9.0,1.0,6.0,False,129.0,4.03125,32,129.0,4.03125,6.5,Forward,,3.5,2.8
52,Marcus Tavernier,Bournemouth,2.0,2.0,7.0,2.0,9.0,3.0,1.0,1.0,7.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.6666666666666665,1.0,0.0,3.0,6.0,1.0,1.0,5.0,2.0,2.0,0.0,2.6666666666666665,1.0,3.0,1.0,5.0,0.0,2.6666666666666665,0.0,0.0,2.0,2.0,False,87.0,2.289473684210526,30,87.0,2.9,5.5,Midfielder,,3.5,4.4
111,Tino Livramento,Newcastle,0.0,1.0,6.333333333333333,6.0,1.0,7.0,0.0,2.0,2.0,7.0,0.0,1.0,1.0,2.0,6.333333333333333,6.333333333333333,7.0,1.0,6.333333333333333,2.0,6.333333333333333,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.333333333333333,2.0,0.0,2.0,2.0,2.0,1.0,1.0,False,101.0,2.6578947368421053,33,101.0,3.0606060606060606,5.0,Defender,10.0,3.496491228070175,3.1298245614035083
219,Son Heung-min,Spurs,1.6666666666666667,6.0,6.0,0.0,0.0,0.0,8.0,4.0,2.0,7.0,3.0,8.0,2.0,3.0,10.0,2.0,2.0,0.0,10.0,1.6666666666666667,1.0,8.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,1.6666666666666667,2.0,16.0,False,129.0,3.3947368421052633,29,129.0,4.448275862068965,8.5,Midfielder,,3.4666666666666672,2.7333333333333334
155,Georginio Rutter,Brighton,2.0,,2.0,5.0,11.0,7.0,0.0,0.0,6.0,1.6666666666666667,0.0,1.0,2.0,0.0,0.0,2.0,1.6666666666666667,1.0,2.0,1.6666666666666667,5.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,5.333333333333333,0.0,5.333333333333333,0.0,3.0,6.0,5.0,5.333333333333333,1.0,False,94.99999999999999,2.567567567567567,29,95.0,3.2758620689655173,6.0,Midfielder,,3.4666666666666663,4.0
447,Tyrick Mitchell,Crystal Palace,2.0,5.0,0.0,4.0,6.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,6.0,4.333333333333333,7.0,1.0,4.333333333333333,6.0,1.0,0.0,5.0,4.333333333333333,2.0,2.0,11.0,4.0,0.0,6.0,6.0,4.0,0.0,1.0,1.0,5.0,7.0,1.0,1.0,3.0,False,128.0,3.3684210526315788,34,127.99999999999999,3.7647058823529407,5.0,Defender,10.0,3.463157894736842,3.663157894736842
75,Ezri Konsa Ngoyo,Aston Villa,2.0,7.0,0.0,8.0,3.3333333333333335,6.0,2.5,0.0,2.0,1.0,2.0,3.3333333333333335,9.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,2.5,1.0,2.0,1.0,2.0,1.0,2.5,0.0,15.0,3.3333333333333335,0.0,2.0,False,101.5,2.6710526315789473,33,101.5,3.0757575757575757,4.5,Defender,10.0,3.446491228070175,4.329824561403509
6,Andrew Robertson,Liverpool,6.0,1.0,4.0,2.3333333333333335,7.0,1.0,0.0,1.0,1.0,8.0,6.0,1.0,6.0,1.3333333333333333,2.3333333333333335,0.0,1.0,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,7.0,0.0,6.0,2.3333333333333335,2.0,-1.0,2.0,2.0,0.0,-3.0,7.0,2.0,6.0,2.0,2.0,6.0,False,98.0,2.5789473684210527,34,98.0,2.8823529411764706,6.0,Defender,10.0,3.396491228070176,4.32982456140351
595,Gabriel Martinelli Silva,Arsenal,1.0,7.333333333333333,7.0,0.0,5.0,2.0,0.0,0.0,8.0,3.0,3.0,1.0,8.0,2.0,3.0,3.0,1.0,1.0,7.0,1.0,2.0,0.0,3.0,3.0,7.333333333333333,9.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,5.0,0.0,7.333333333333333,7.0,False,130.0,3.4210526315789473,33,130.0,3.9393939393939394,7.0,Midfielder,,3.333333333333333,4.066666666666666
148,Jan Paul van Hecke,Brighton,9.0,6.0,1.0,1.0,0.0,0.0,7.0,2.0,2.0,2.6666666666666665,-2.0,9.0,-1.0,1.0,0.0,1.0,2.6666666666666665,2.0,2.0,2.6666666666666665,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,4.0,2.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,5.0,1.0,False,87.0,2.289473684210526,35,87.0,2.4857142857142858,4.5,Defender,10.0,3.329824561403509,3.663157894736842
644,James Tarkowski,Everton,3.0,3.5725806451612905,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.5725806451612905,8.0,2.0,3.5725806451612905,3.5725806451612905,1.0,3.0,7.0,7.0,6.0,1.0,4.25,7.0,3.5725806451612905,1.0,1.0,3.5725806451612905,4.25,6.0,6.0,2.0,10.0,8.0,1.0,2.0,4.25,3.5725806451612905,False,110.75,2.914473684210526,31,110.75,3.5725806451612905,5.5,Defender,44.0,3.3151528013582343,3.4724108658743633
445,Daniel Muñoz Mejía,Crystal Palace,1.0,1.0,1.0,4.275862068965517,6.0,1.0,1.0,5.0,5.0,4.0,8.0,3.0,6.0,4.275862068965517,13.0,7.0,4.275862068965517,5.0,1.0,4.275862068965517,4.0,4.275862068965517,2.0,1.0,1.0,4.275862068965517,1.0,11.0,11.0,4.275862068965517,4.275862068965517,11.0,1.0,2.0,6.0,1.0,4.0,4.275862068965517,False,124.0,3.875,29,124.0,4.275862068965517,5.5,Defender,14.0,3.2960072595281305,3.023593466424682
581,Gabriel dos Santos Magalhães,Arsenal,2.0,3.0,3.85,6.0,2.0,2.0,2.0,3.85,3.85,1.5,1.5,1.0,2.0,3.85,6.0,6.0,3.85,2.0,1.0,1.0,1.0,7.0,3.85,1.5,3.0,2.0,15.0,5.0,2.0,9.0,7.0,3.85,7.0,3.85,1.0,9.0,3.0,4.0,False,115.5,3.039473684210526,30,115.5,3.85,6.0,Defender,10.0,3.2681578947368424,3.633157894736842
456,Ismaïla Sarr,Crystal Palace,1.0,2.0,13.0,5.666666666666667,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.3333333333333335,3.0,2.0,3.3333333333333335,3.0,2.0,5.0,15.0,3.3333333333333335,2.0,1.0,17.0,5.666666666666667,5.0,3.0,6.0,5.666666666666667,5.0,2.0,1.0,9.0,3.0,2.0,1.0,7.0,False,153.0,4.026315789473684,38,153.0,4.026315789473684,6.5,Midfielder,,3.266666666666667,4.933333333333334
394,Bernardo Mota Veiga de Carvalho e Silva,Man City,2.0,1.0,1.0,2.0,2.0,,2.0,9.0,2.0,11.0,0.0,2.0,,3.0,,5.0,2.0,2.0,,1.0,1.0,2.0,3.0,1.0,2.0,6.0,0.0,,8.0,7.0,0.0,6.0,1.0,,3.0,1.0,2.0,3.0,False,93.0,2.90625,29,93.0,3.206896551724138,6.5,Midfielder,,3.2,1.6
107,Lewis Hall,Newcastle,0.0,1.0,3.0,6.0,1.0,8.0,9.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,6.666666666666667,3.0,0.0,12.0,3.0,0.0,6.666666666666667,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,6.666666666666667,2.0,4.0,0.0,1.0,2.0,1.0,1.0,False,102.0,2.6842105263157894,28,102.00000000000001,3.6428571428571432,5.5,Defender,10.0,3.163157894736842,2.463157894736842
381,Joško Gvardiol,Man City,10.0,0.0,1.0,7.0,0.0,5.666666666666667,1.0,2.0,0.0,2.0,1.0,9.0,5.666666666666667,8.0,5.666666666666667,1.0,2.0,2.0,6.0,8.0,1.0,9.0,8.0,7.0,0.0,1.0,6.0,6.0,6.0,2.0,1.0,7.0,1.0,6.0,6.0,1.0,7.0,6.0,False,158.0,4.157894736842105,34,158.0,4.647058823529412,6.0,Defender,10.0,3.1298245614035087,3.863157894736842
49,Justin Kluivert,Bournemouth,0.0,2.0,5.0,2.0,3.0,2.6666666666666665,0.0,2.0,13.0,1.0,2.0,3.0,2.6666666666666665,3.0,2.0,8.0,1.3333333333333333,7.0,8.0,11.0,3.0,10.0,2.0,20.0,1.0,5.0,0.0,1.3333333333333333,2.0,2.6666666666666665,2.0,2.0,22.0,1.3333333333333333,2.0,0.0,3.0,0.0,False,158.0,4.157894736842105,33,158.0,4.787878787878788,7.0,Midfielder,,3.0666666666666664,2.4
20,Alexis Mac Allister,Liverpool,3.0,1.0,1.0,2.3333333333333335,3.0,0.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,4.0,2.3333333333333335,1.0,7.0,2.0,4.0,9.0,1.0,4.0,2.0,8.0,3.0,2.3333333333333335,2.0,5.0,2.0,10.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,3.0,False,116.0,3.0526315789473686,33,116.00000000000001,3.5151515151515156,6.5,Midfielder,,3.0333333333333337,2.066666666666667
189,Alex Iwobi,Fulham,5.0,2.0,2.0,4.333333333333333,2.0,2.0,2.0,2.0,2.0,7.0,11.0,4.333333333333333,5.0,1.0,2.0,2.6666666666666665,2.0,15.0,5.0,13.0,8.0,2.6666666666666665,15.0,2.0,2.0,2.0,2.6666666666666665,3.0,3.0,3.0,4.333333333333333,2.0,2.0,2.0,1.0,2.0,1.0,7.0,False,156.0,4.105263157894737,38,156.0,4.105263157894737,6.5,Midfielder,,3.033333333333333,3.0666666666666664
640,Jordan Pickford,Everton,3.3333333333333335,1.0,2.0,1.0,3.0,3.0,2.0,9.0,2.0,3.3333333333333335,2.0,0.0,15.0,4.0,1.0,4.0,3.0,3.3333333333333335,9.0,6.0,6.0,2.0,4.5,5.0,3.0,2.0,1.0,11.0,4.5,8.0,7.0,2.0,9.0,11.0,1.0,3.0,4.5,1.0,False,162.5,4.276315789473684,37,162.5,4.391891891891892,5.5,Goalkeeper,,2.966666666666667,2.066666666666667
69,Emiliano Martínez Romero,Aston Villa,2.0,0.0,2.0,6.0,3.3333333333333335,9.0,3.0,0.0,2.0,2.0,2.0,3.3333333333333335,3.0,6.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,8.0,2.0,3.0,2.0,3.0,-2.0,2.0,2.0,3.0,8.0,6.0,3.3333333333333335,3.0,2.0,False,111.0,2.9210526315789473,35,111.0,3.1714285714285713,5.0,Goalkeeper,,2.9333333333333336,2.666666666666667
120,Anthony Elanga,Newcastle,1.0,7.0,7.0,2.0,2.0,3.0,,1.0,1.0,5.0,9.0,3.0,6.0,11.0,3.3333333333333335,7.0,2.0,1.0,7.0,3.0,3.3333333333333335,6.0,6.0,3.0,2.0,4.0,2.0,1.0,11.0,1.0,3.3333333333333335,2.0,1.0,1.0,13.0,,3.0,2.0,False,146.0,4.055555555555555,36,146.0,4.055555555555555,7.0,Midfielder,,2.9,3.8
489,Morgan Gibbs-White,Nott'm Forest,1.0,1.0,3.0,0.0,5.0,6.666666666666667,5.0,2.0,2.0,3.0,6.666666666666667,3.0,16.0,8.0,10.0,6.0,5.0,5.0,2.0,2.0,11.0,3.0,2.0,0.0,5.0,1.0,1.0,-1.0,1.0,0.0,1.0,8.0,6.666666666666667,5.0,2.0,1.0,13.0,2.0,False,154.0,4.052631578947368,35,154.0,4.4,7.5,Midfielder,,2.8666666666666667,2.0
18,Cody Gakpo,Liverpool,1.0,2.0,9.0,0.6666666666666666,1.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,9.333333333333334,0.6666666666666666,9.0,1.0,0.0,9.333333333333334,1.0,1.0,9.333333333333334,5.0,1.0,9.0,0.6666666666666666,2.0,1.0,1.0,7.0,2.0,9.0,5.0,7.0,1.0,2.0,0.0,1.0,False,130.0,3.4210526315789473,36,130.0,3.611111111111111,7.5,Midfielder,,2.8666666666666663,2.7333333333333334
508,Keane Lewis-Potter,Brentford,0.0,2.0,4.666666666666667,3.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,2.3333333333333335,2.0,5.0,2.3333333333333335,2.0,2.0,2.0,3.0,2.3333333333333335,2.0,2.0,2.0,1.0,2.0,5.0,4.666666666666667,2.0,5.0,4.666666666666667,2.0,1.0,2.0,1.0,2.0,1.0,2.0,False,94.0,2.473684210526316,37,94.0,2.5405405405405403,5.0,Defender,10.0,2.829824561403509,2.7964912280701757
476,Matz Sels,Nott'm Forest,1.0,1.0,6.0,2.0,4.0,3.0,0.0,2.0,1.0,8.0,3.0,9.0,8.0,9.0,6.0,8.0,3.0,8.0,3.0,3.0,3.0,6.0,7.0,11.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,False,150.0,3.9473684210526314,37,150.0,4.054054054054054,5.0,Goalkeeper,,2.8,2.8
601,Ethan Nwaneri,Arsenal,1.0,0.3333333333333333,0.0,6.0,6.0,1.0,2.0,1.0,6.0,4.5,4.5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,4.5,0.3333333333333333,2.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.3333333333333333,1.0,False,67.5,1.7763157894736843,28,67.49999999999999,2.410714285714285,5.5,Midfielder,,2.783333333333333,2.6666666666666665
490,Callum Hudson-Odoi,Nott'm Forest,1.0,0.0,10.0,2.0,2.6666666666666665,3.0,8.0,1.0,0.0,0.0,3.0,7.0,0.0,6.0,0.0,3.0,1.0,10.0,2.0,2.0,1.0,3.0,3.0,3.0,2.6666666666666665,2.0,2.0,4.0,0.0,1.0,1.0,2.0,3.0,2.6666666666666665,2.0,1.0,5.0,3.0,False,103.00000000000001,2.710526315789474,32,103.0,3.21875,6.0,Midfielder,,2.7666666666666666,3.1333333333333333
594,Noni Madueke,Arsenal,2.0,1.6666666666666667,2.0,10.0,0.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,,6.0,0.0,7.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,6.0,1.6666666666666667,1.0,1.0,,1.0,3.0,20.0,2.0,9.0,1.0,0.0,3.0,1.6666666666666667,1.0,False,119.00000000000001,3.305555555555556,33,119.00000000000001,3.6060606060606064,7.0,Midfielder,,2.7666666666666666,3.1333333333333337
31,Darwin Núñez Ribeiro,Liverpool,6.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,11.0,7.0,0.0,1.0,0.0,4.333333333333333,0.6666666666666666,2.0,1.0,1.0,4.333333333333333,1.0,4.0,4.333333333333333,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,False,66.0,1.736842105263158,30,66.0,2.2,6.5,Forward,,2.7666666666666666,1.7333333333333332
208,Pedro Porro Sauceda,Spurs,,14.0,1.0,0.0,1.0,4.0,,1.0,1.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,-1.0,2.0,6.0,,1.0,2.0,,2.0,5.0,4.0,2.0,0.0,0.0,0.0,5.0,,-1.0,0.0,0.0,,0.0,6.0,False,71.0,2.21875,25,71.0,2.84,5.5,Defender,10.0,2.763157894736842,3.463157894736842
110,Dan Burn,Newcastle,-2.0,1.0,4.666666666666667,6.0,1.0,6.0,1.0,2.0,0.0,5.0,0.0,2.0,8.0,0.0,8.0,4.666666666666667,11.0,7.0,4.666666666666667,2.0,8.0,1.0,6.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,8.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,False,112.0,2.9473684210526314,32,112.0,3.5,5.0,Defender,10.0,2.729824561403509,2.396491228070176
194,Harry Wilson,Fulham,0.0,1.0,6.0,3.0,13.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,3.3333333333333335,0.0,2.0,6.0,0.0,1.0,3.3333333333333335,2.0,1.0,2.0,0.0,3.3333333333333335,0.0,0.0,0.0,3.0,2.0,6.0,1.0,0.0,8.0,0.0,0.0,False,78.0,2.0526315789473686,25,78.0,3.12,5.5,Midfielder,,2.7,4.6
577,David Raya Martín,Arsenal,3.0,,2.0,6.0,3.0,3.0,2.0,2.0,6.0,,,2.0,2.0,2.0,10.0,8.0,2.0,2.0,1.0,1.0,0.0,6.0,6.0,,,2.0,9.0,6.0,3.0,6.0,9.0,1.0,4.0,7.0,2.0,2.0,,3.0,False,123.0,3.84375,31,123.0,3.967741935483871,5.5,Goalkeeper,,2.7,2.8
564,Jadon Sancho,Man Utd,0.0,1.0,4.0,2.0,,3.0,4.0,1.0,9.0,3.0,8.0,1.0,6.0,1.0,,2.0,1.0,0.0,1.0,2.6666666666666665,2.6666666666666665,,2.0,0.0,3.0,4.0,3.0,,1.0,3.0,3.0,4.0,,2.0,0.0,2.6666666666666665,2.0,0.0,False,82.0,2.484848484848485,28,82.0,2.9285714285714284,6.0,Midfielder,,2.7,1.4
600,Christian Nørgaard,Arsenal,1.0,2.0,1.0,2.0,8.0,2.0,0.0,5.0,2.0,3.6666666666666665,3.6666666666666665,2.0,2.0,,0.0,7.0,-2.0,7.0,2.0,10.0,1.0,2.0,5.0,3.6666666666666665,2.0,,0.0,3.0,3.0,0.0,8.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,False,105.0,2.9166666666666665,32,105.0,3.28125,5.5,Midfielder,,2.666666666666667,2.8
540,André Onana,Man Utd,3.0,6.0,4.333333333333333,2.0,2.0,0.0,4.333333333333333,2.0,1.0,2.0,4.0,6.0,9.0,0.0,1.0,1.0,6.0,1.0,2.0,7.666666666666667,7.666666666666667,11.0,2.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,4.333333333333333,2.0,2.0,1.0,7.666666666666667,1.0,1.0,False,120.0,3.1578947368421053,34,120.0,3.5294117647058822,5.0,Goalkeeper,,2.6666666666666665,3.4666666666666663
584,Jurriën Timber,Arsenal,5.0,4.333333333333333,0.0,6.0,1.0,1.0,2.0,2.0,0.0,2.5,2.5,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,14.0,2.5,4.333333333333333,1.0,5.0,9.0,0.0,6.0,5.0,0.0,2.0,0.0,7.0,1.0,4.333333333333333,1.0,False,111.49999999999999,2.934210526315789,32,111.5,3.484375,5.5,Defender,10.0,2.6464912280701753,3.5298245614035086
362,João Victor Gomes da Silva,Wolves,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.3333333333333335,2.0,12.0,4.0,10.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,-1.0,1.0,2.3333333333333335,2.0,2.0,2.0,7.0,2.3333333333333335,False,87.0,2.289473684210526,35,87.0,2.4857142857142858,5.5,Midfielder,,2.6333333333333337,1.4
233,Pape Matar Sarr,Spurs,1.3333333333333333,2.0,10.0,2.0,1.0,1.0,3.6666666666666665,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,6.0,1.3333333333333333,1.0,4.0,3.6666666666666665,0.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,3.6666666666666665,1.0,1.0,1.0,1.3333333333333333,0.0,1.0,False,70.99999999999999,1.8684210526315785,33,71.0,2.1515151515151514,5.0,Midfielder,,2.6,3.2666666666666666
91,John McGinn,Aston Villa,2.0,2.0,5.0,0.0,2.0,6.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,False,79.0,2.0789473684210527,35,79.0,2.257142857142857,5.5,Midfielder,,2.6,2.2
421,Tosin Adarabioyo,Chelsea,0.0,6.0,1.0,5.0,0.0,0.0,0.0,6.0,5.333333333333333,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,5.333333333333333,5.333333333333333,1.0,1.0,0.0,9.0,0.0,8.0,0.0,1.0,-1.0,1.0,1.0,False,71.0,1.868421052631579,23,71.0,3.0869565217391304,4.5,Defender,10.0,2.596491228070175,2.663157894736842
77,Tyrone Mings,Aston Villa,2.0,8.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,False,49.0,1.2894736842105263,18,49.0,2.7222222222222223,4.5,Defender,10.0,2.563157894736842,4.463157894736843
546,Noussair Mazraoui,Man Utd,2.0,6.0,3.3333333333333335,2.0,2.0,0.0,3.3333333333333335,1.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.666666666666667,4.666666666666667,7.0,1.0,8.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,3.3333333333333335,1.0,1.0,1.0,4.666666666666667,1.0,4.0,False,88.00000000000001,2.315789473684211,35,88.00000000000001,2.5142857142857147,5.0,Defender,10.0,2.5298245614035086,3.329824561403509
